model,split,population,group,count,observed_bad,expected_bad,average_probability,observed_good,expected_good
oracle,test,synthetic_accepted,4,3994,160,175.68457228038446,0.04398712375572971,3834,3818.3154277196154
oracle,test,synthetic_accepted,5,3994,215,221.16695864949648,0.05537480186517188,3779,3772.8330413505037
oracle,test,synthetic_accepted,6,3995,306,282.9598698352836,0.0708285030876805,3689,3712.040130164716
oracle,test,synthetic_accepted,7,3994,380,372.02169894066395,0.09314514244883924,3614,3621.978301059336
oracle,test,synthetic_accepted,8,3994,502,521.8267633776268,0.13065266984918047,3492,3472.173236622373
oracle,test,synthetic_accepted,9,3995,924,955.9169205962032,0.23927832805912472,3071,3039.0830794037965
oracle,test,synthetic_rejected,0,2156,34,32.45637020957648,0.015053975050823969,2122,2123.5436297904234
oracle,test,synthetic_rejected,1,2156,56,56.7275554429366,0.026311482116389888,2100,2099.2724445570634
oracle,test,synthetic_rejected,2,2156,78,79.49423871888207,0.03687116823695829,2078,2076.505761281118
oracle,test,synthetic_rejected,3,2156,102,103.33576924225825,0.04792939204186375,2054,2052.6642307577417
oracle,test,synthetic_rejected,4,2156,132,130.78822360066385,0.06066244137322071,2024,2025.211776399336
oracle,test,synthetic_rejected,5,2155,183,165.35699632197458,0.07673178483618309,1972,1989.6430036780255
oracle,test,synthetic_rejected,6,2156,223,212.56533280297134,0.09859245491789023,1933,1943.4346671970286
oracle,test,synthetic_rejected,7,2156,268,276.7929051217836,0.12838260905463061,1888,1879.2070948782164
oracle,test,synthetic_rejected,8,2156,403,380.4334701726553,0.176453372065239,1753,1775.5665298273448
oracle,test,synthetic_rejected,9,2156,669,659.7570226093841,0.3060097507464676,1487,1496.242977390616
